latitude,longitude,date,time,distance_in_m,speed_m/s,speed_kmh,formatted_time,total_time,total_distance
39.88947,116.42362,2008-02-02,17:22:52,927.8943186447668,3.07,11.05,"5 minutos, 2 segundos","3 horas, 49 minutos, 0 segundos",40851.88004312364
39.89197,116.42337,2008-02-02,17:23:37,278.8043739975372,6.2,22.32,45 segundos,"3 horas, 49 minutos, 45 segundos",41130.68441712118
39.89159,116.44966,2008-02-02,17:27:52,2243.332067522004,8.8,31.68,"4 minutos, 15 segundos","3 horas, 54 minutos, 0 segundos",43374.01648464318
39.88832,116.4496,2008-02-02,17:28:37,363.6434425325347,8.08,29.09,45 segundos,"3 horas, 54 minutos, 45 segundos",43737.659927175715
39.88326,116.44944,2008-02-02,17:32:54,562.8119204308588,2.19,7.88,"4 minutos, 17 segundos","3 horas, 59 minutos, 2 segundos",44300.471847606575
39.88317,116.45427,2008-02-02,17:33:39,412.24492961865366,9.16,32.98,45 segundos,"3 horas, 59 minutos, 47 segundos",44712.71677722523
39.89218,116.45908,2008-02-02,17:37:56,1082.6616275853469,4.21,15.16,"4 minutos, 17 segundos","4 horas, 4 minutos, 4 segundos",45795.37840481057
39.89218,116.46095,2008-02-02,17:38:41,159.53831487930321,3.55,12.78,45 segundos,"4 horas, 4 minutos, 49 segundos",45954.91671968988
39.89566,116.4665,2008-02-02,17:42:57,611.4931759298585,2.39,8.6,"4 minutos, 16 segundos","4 horas, 9 minutos, 5 segundos",46566.409895619734
39.89599,116.46405,2008-02-02,17:43:42,212.20630579186175,4.72,16.99,45 segundos,"4 horas, 9 minutos, 50 segundos",46778.6162014116
39.89231,116.46787,2008-02-02,17:47:59,523.1140713982073,2.04,7.34,"4 minutos, 17 segundos","4 horas, 14 minutos, 7 segundos",47301.73027280981
39.89222,116.46735,2008-02-02,17:48:44,45.478287750773816,1.01,3.64,45 segundos,"4 horas, 14 minutos, 52 segundos",47347.20856056058
39.8918,116.48135,2008-02-02,17:53:01,1195.320140877847,4.65,16.74,"4 minutos, 17 segundos","4 horas, 19 minutos, 9 segundos",48542.52870143843
39.8905,116.48337,2008-02-02,17:53:46,224.9357818671021,5.0,18.0,45 segundos,"4 horas, 19 minutos, 54 segundos",48767.464483305535
39.86022,116.48106,2008-02-02,17:58:02,3372.7479358885253,13.17,47.41,"4 minutos, 16 segundos","4 horas, 24 minutos, 10 segundos",52140.21241919406
39.8525,116.47973,2008-02-02,17:58:47,865.8993787480929,19.24,69.26,45 segundos,"4 horas, 24 minutos, 55 segundos",53006.111797942154
39.84951,116.48377,2008-02-02,18:03:04,479.03966130204225,1.86,6.7,"4 minutos, 17 segundos","4 horas, 29 minutos, 12 segundos",53485.151459244196
39.86544,116.48237,2008-02-02,18:08:51,1775.3615942790204,5.12,18.43,"5 minutos, 47 segundos","4 horas, 34 minutos, 59 segundos",55260.51305352322
39.86674,116.45787,2008-02-02,18:13:07,2095.99385835872,8.19,29.48,"4 minutos, 16 segundos","4 horas, 39 minutos, 15 segundos",57356.50691188194
39.88377,116.45267,2008-02-02,18:18:54,1944.9470061583072,5.61,20.2,"5 minutos, 47 segundos","4 horas, 45 minutos, 2 segundos",59301.45391804024
39.88306,116.45834,2008-02-02,18:23:11,490.19496335475674,1.91,6.88,"4 minutos, 17 segundos","4 horas, 49 minutos, 19 segundos",59791.648881395
39.88304,116.46013,2008-02-02,18:23:55,152.7496754926408,3.47,12.49,44 segundos,"4 horas, 50 minutos, 3 segundos",59944.39855688764
39.8777,116.49143,2008-02-02,18:28:12,2736.0166232832044,10.65,38.34,"4 minutos, 17 segundos","4 horas, 54 minutos, 20 segundos",62680.41518017084
39.87645,116.49386,2008-02-02,18:28:57,249.63469013287485,5.55,19.98,45 segundos,"4 horas, 55 minutos, 5 segundos",62930.049870303716
39.86591,116.50426,2008-02-02,18:33:14,1470.1377353785654,5.72,20.59,"4 minutos, 17 segundos","4 horas, 59 minutos, 22 segundos",64400.18760568228
39.86504,116.5042,2008-02-02,18:33:59,96.87502694665375,2.15,7.74,45 segundos,"5 horas, 0 minutos, 7 segundos",64497.062632628935
39.86164,116.50403,2008-02-02,18:38:16,378.34107813369997,1.47,5.29,"4 minutos, 17 segundos","5 horas, 4 minutos, 24 segundos",64875.403710762635
39.86249,116.50251,2008-02-02,18:39:00,160.5130110095438,3.65,13.14,44 segundos,"5 horas, 5 minutos, 8 segundos",65035.91672177218
39.87583,116.49526,2008-02-02,18:43:17,1607.2137172534983,6.25,22.5,"4 minutos, 17 segundos","5 horas, 9 minutos, 25 segundos",66643.13043902567
39.87773,116.49155,2008-02-02,18:44:02,380.609133550533,8.46,30.46,45 segundos,"5 horas, 10 minutos, 10 segundos",67023.7395725762
39.88307,116.4683,2008-02-02,18:48:19,2070.85891073439,8.06,29.02,"4 minutos, 17 segundos","5 horas, 14 minutos, 27 segundos",69094.59848331059
39.8831,116.46616,2008-02-02,18:49:04,182.6279503366468,4.06,14.62,45 segundos,"5 horas, 15 minutos, 12 segundos",69277.22643364724
39.88071,116.45629,2008-02-02,18:53:20,883.1170176625325,3.45,12.42,"4 minutos, 16 segundos","5 horas, 19 minutos, 28 segundos",70160.34345130977
39.8807,116.4554,2008-02-02,18:54:05,75.95085021963509,1.69,6.08,45 segundos,"5 horas, 20 minutos, 13 segundos",70236.29430152941
39.88958,116.4553,2008-02-02,18:58:22,987.4478123908584,3.84,13.82,"4 minutos, 17 segundos","5 horas, 24 minutos, 30 segundos",71223.74211392028
39.89094,116.45538,2008-02-02,18:59:07,151.3790490023742,3.36,12.1,45 segundos,"5 horas, 25 minutos, 15 segundos",71375.12116292265
39.89955,116.45645,2008-02-02,19:03:24,961.7301573817433,3.74,13.46,"4 minutos, 17 segundos","5 horas, 29 minutos, 32 segundos",72336.85132030438
39.9052,116.45626,2008-02-02,19:08:25,628.4603561556765,2.09,7.52,"5 minutos, 1 segundos","5 horas, 34 minutos, 33 segundos",72965.31167646006
39.90748,116.44961,2008-02-02,19:13:27,621.3040659931798,2.06,7.42,"5 minutos, 2 segundos","5 horas, 39 minutos, 35 segundos",73586.61574245324
39.90833,116.4472,2008-02-02,19:14:12,226.24886814134706,5.03,18.11,45 segundos,"5 horas, 40 minutos, 20 segundos",73812.8646105946
39.91649,116.44434,2008-02-02,19:18:29,939.5668465706636,3.66,13.18,"4 minutos, 17 segundos","5 horas, 44 minutos, 37 segundos",74752.43145716526
39.92078,116.44419,2008-02-02,19:19:14,477.19772719701615,10.6,38.16,45 segundos,"5 horas, 45 minutos, 22 segundos",75229.62918436227
39.93023,116.44429,2008-02-02,19:23:30,1050.8266563302461,4.1,14.76,"4 minutos, 16 segundos","5 horas, 49 minutos, 38 segundos",76280.45584069252
39.93021,116.4443,2008-02-02,19:24:15,2.381758787286297,0.05,0.18,45 segundos,"5 horas, 50 minutos, 23 segundos",76282.83759947981
39.92884,116.44921,2008-02-02,19:28:32,445.52007125786713,1.73,6.23,"4 minutos, 17 segundos","5 horas, 54 minutos, 40 segundos",76728.35767073768
39.92884,116.44922,2008-02-02,19:29:17,0.8526895997033336,0.02,0.07,45 segundos,"5 horas, 55 minutos, 25 segundos",76729.21036033738
39.92559,116.44047,2008-02-02,19:33:34,829.0324189652495,3.23,11.63,"4 minutos, 17 segundos","5 horas, 59 minutos, 42 segundos",77558.24277930263
39.92429,116.4399,2008-02-02,19:34:19,152.5065159861237,3.39,12.2,45 segundos,"6 horas, 0 minutos, 27 segundos",77710.74929528876
39.93389,116.43767,2008-02-02,19:39:20,1084.274707803818,3.6,12.96,"5 minutos, 1 segundos","6 horas, 5 minutos, 28 segundos",78795.02400309258
39.95017,116.43886,2008-02-02,19:48:39,1813.0939298612934,3.24,11.66,"9 minutos, 19 segundos","6 horas, 14 minutos, 47 segundos",80608.11793295387
39.9547,116.44442,2008-02-02,19:49:24,691.6200632299824,15.37,55.33,45 segundos,"6 horas, 15 minutos, 32 segundos",81299.73799618386
39.96009,116.44346,2008-02-02,19:53:40,604.9003179435766,2.36,8.5,"4 minutos, 16 segundos","6 horas, 19 minutos, 48 segundos",81904.63831412744
39.96057,116.44267,2008-02-02,19:54:25,85.92011234078177,1.91,6.88,45 segundos,"6 horas, 20 minutos, 33 segundos",81990.55842646823
39.95988,116.44257,2008-02-02,19:58:42,77.19643828986975,0.3,1.08,"4 minutos, 17 segundos","6 horas, 24 minutos, 50 segundos",82067.7548647581
39.95841,116.44503,2008-02-02,19:59:27,265.85527278371086,5.91,21.28,45 segundos,"6 horas, 25 minutos, 35 segundos",82333.61013754181
39.95,116.45527,2008-02-02,20:03:44,1279.1940437385267,4.98,17.93,"4 minutos, 17 segundos","6 horas, 29 minutos, 52 segundos",83612.80418128033
39.9481,116.45531,2008-02-02,20:04:29,211.29787429634752,4.7,16.92,45 segundos,"6 horas, 30 minutos, 37 segundos",83824.10205557667
39.93333,116.45545,2008-02-02,20:08:45,1642.39243620723,6.42,23.11,"4 minutos, 16 segundos","6 horas, 34 minutos, 53 segundos",85466.4944917839
39.92895,116.45522,2008-02-02,20:09:30,487.4284571439456,10.83,38.99,45 segundos,"6 horas, 35 minutos, 38 segundos",85953.92294892785
39.92155,116.47176,2008-02-02,20:13:47,1632.8997160734395,6.35,22.86,"4 minutos, 17 segundos","6 horas, 39 minutos, 55 segundos",87586.8226650013
39.92158,116.4747,2008-02-02,20:14:32,250.7395730077746,5.57,20.05,45 segundos,"6 horas, 40 minutos, 40 segundos",87837.56223800906
39.91419,116.48328,2008-02-02,20:18:49,1100.3009244827008,4.28,15.41,"4 minutos, 17 segundos","6 horas, 44 minutos, 57 segundos",88937.86316249176
39.91411,116.4864,2008-02-02,20:19:34,266.24488459588986,5.92,21.31,45 segundos,"6 horas, 45 minutos, 42 segundos",89204.10804708765
39.91453,116.49844,2008-02-02,20:23:50,1027.9174657542376,4.02,14.47,"4 minutos, 16 segundos","6 horas, 49 minutos, 58 segundos",90232.02551284188
39.91455,116.49939,2008-02-02,20:24:35,81.05294607451373,1.8,6.48,45 segundos,"6 horas, 50 minutos, 43 segundos",90313.0784589164
39.91741,116.49592,2008-02-02,20:28:52,434.41332583509796,1.69,6.08,"4 minutos, 17 segundos","6 horas, 55 minutos, 0 segundos",90747.49178475149
39.92055,116.49595,2008-02-02,20:29:37,349.1614431054131,7.76,27.94,45 segundos,"6 horas, 55 minutos, 45 segundos",91096.6532278569
39.9258,116.51118,2008-02-02,20:33:54,1423.9215441394433,5.54,19.94,"4 minutos, 17 segundos","7 horas, 0 minutos, 2 segundos",92520.57477199635
39.92205,116.50968,2008-02-02,20:34:39,436.15911369360504,9.69,34.88,45 segundos,"7 horas, 0 minutos, 47 segundos",92956.73388568996
39.92174,116.48364,2008-02-02,20:38:55,2220.896481308915,8.68,31.25,"4 minutos, 16 segundos","7 horas, 5 minutos, 3 segundos",95177.63036699887
39.92168,116.47939,2008-02-02,20:39:40,362.4922236998308,8.06,29.02,45 segundos,"7 horas, 5 minutos, 48 segundos",95540.1225906987
39.90706,116.47851,2008-02-02,20:43:57,1627.4013863768787,6.33,22.79,"4 minutos, 17 segundos","7 horas, 10 minutos, 5 segundos",97167.52397707557
39.9072,116.47488,2008-02-02,20:44:42,310.0155649658966,6.89,24.8,45 segundos,"7 horas, 10 minutos, 50 segundos",97477.53954204147
39.90715,116.47237,2008-02-02,20:48:59,214.16498774338456,0.83,2.99,"4 minutos, 17 segundos","7 horas, 15 minutos, 7 segundos",97691.70452978485
39.90716,116.47237,2008-02-02,20:49:44,1.111949265890977,0.02,0.07,45 segundos,"7 horas, 15 minutos, 52 segundos",97692.81647905074
39.90383,116.46638,2008-02-02,20:54:00,631.0003210799069,2.46,8.86,"4 minutos, 16 segundos","7 horas, 20 minutos, 8 segundos",98323.81680013065
39.90341,116.45812,2008-02-02,20:54:45,706.1271021677352,15.69,56.48,45 segundos,"7 horas, 20 minutos, 53 segundos",99029.94390229839
39.90463,116.45442,2008-02-02,20:59:02,343.52933755977153,1.34,4.82,"4 minutos, 17 segundos","7 horas, 25 minutos, 10 segundos",99373.47323985815
39.90524,116.45191,2008-02-02,20:59:47,224.58737487838752,4.99,17.96,45 segundos,"7 horas, 25 minutos, 55 segundos",99598.06061473655
39.90726,116.45105,2008-02-02,21:04:04,236.28873594508758,0.92,3.31,"4 minutos, 17 segundos","7 horas, 30 minutos, 12 segundos",99834.34935068163
39.90726,116.45053,2008-02-02,21:09:05,44.35383384626214,0.15,0.54,"5 minutos, 1 segundos","7 horas, 35 minutos, 13 segundos",99878.7031845279
39.91148,116.44439,2008-02-02,21:14:07,703.1718169437381,2.33,8.39,"5 minutos, 2 segundos","7 horas, 40 minutos, 15 segundos",100581.87500147164
39.91172,116.44439,2008-02-02,21:14:52,26.686782395529907,0.59,2.12,45 segundos,"7 horas, 41 minutos, 0 segundos",100608.56178386716
39.90672,116.45286,2008-02-02,21:19:09,911.6030869640933,3.55,12.78,"4 minutos, 17 segundos","7 horas, 45 minutos, 17 segundos",101520.16487083126
39.9067,116.45423,2008-02-02,21:19:53,116.8773908292182,2.66,9.58,44 segundos,"7 horas, 46 minutos, 1 segundos",101637.04226166048
39.89308,116.44972,2008-02-02,21:24:10,1562.5773599424158,6.08,21.89,"4 minutos, 17 segundos","7 horas, 50 minutos, 18 segundos",103199.61962160289
39.89254,116.4497,2008-02-02,21:24:55,60.06949870254324,1.33,4.79,45 segundos,"7 horas, 51 minutos, 3 segundos",103259.68912030544
39.87676,116.45494,2008-02-02,21:29:11,1810.7218943631265,7.07,25.45,"4 minutos, 16 segundos","7 horas, 55 minutos, 19 segundos",105070.41101466857
39.86935,116.45474,2008-02-02,21:29:56,824.1311604525467,18.31,65.92,45 segundos,"7 horas, 56 minutos, 4 segundos",105894.54217512111
39.86694,116.45576,2008-02-02,21:34:13,281.76427384368486,1.1,3.96,"4 minutos, 17 segundos","8 horas, 0 minutos, 21 segundos",106176.3064489648
39.86664,116.45902,2008-02-02,21:35:58,280.22125149473084,2.67,9.61,"1 minutos, 45 segundos","8 horas, 2 minutos, 6 segundos",106456.52770045953
39.87001,116.47056,2008-02-02,21:39:14,1053.7529644826152,5.38,19.37,"3 minutos, 16 segundos","8 horas, 5 minutos, 22 segundos",107510.28066494214
39.87276,116.47036,2008-02-02,21:40:59,306.26202384106324,2.92,10.51,"1 minutos, 45 segundos","8 horas, 7 minutos, 7 segundos",107816.5426887832
39.87281,116.47048,2008-02-02,21:43:38,11.65253933341202,0.07,0.25,"2 minutos, 39 segundos","8 horas, 9 minutos, 46 segundos",107828.19522811662
39.87021,116.46755,2008-02-02,22:40:39,382.23857841772303,0.11,0.4,"57 minutos, 1 segundos","9 horas, 6 minutos, 47 segundos",108210.43380653433
39.8753,116.46168,2008-02-02,22:42:25,755.8275871262789,7.13,25.67,"1 minutos, 46 segundos","9 horas, 8 minutos, 33 segundos",108966.2613936606
39.88119,116.45773,2008-02-02,22:45:41,736.5827781879103,3.76,13.54,"3 minutos, 16 segundos","9 horas, 11 minutos, 49 segundos",109702.84417184851
39.88112,116.45766,2008-02-02,22:47:27,9.811302289514943,0.09,0.32,"1 minutos, 46 segundos","9 horas, 13 minutos, 35 segundos",109712.65547413802
39.88094,116.45753,2008-02-02,22:56:35,22.883438457061345,0.04,0.14,"9 minutos, 8 segundos","9 horas, 22 minutos, 43 segundos",109735.53891259509
39.87955,116.43982,2008-02-03,08:01:17,1519.068265719208,0.05,0.18,"9 horas, 4 minutos, 42 segundos","18 horas, 27 minutos, 25 segundos",111254.6071783143
39.90013,116.41398,2008-02-03,08:06:19,3177.5804880073892,10.52,37.87,"5 minutos, 2 segundos","18 horas, 32 minutos, 27 segundos",114432.18766632168
39.9035,116.41917,2008-02-03,08:07:23,580.0187482694917,9.06,32.62,"1 minutos, 4 segundos","18 horas, 33 minutos, 31 segundos",115012.20641459117
39.89679,116.43249,2008-02-03,08:11:20,1359.3290187647392,5.74,20.66,"3 minutos, 57 segundos","18 horas, 37 minutos, 28 segundos",116371.53543335591
39.89543,116.42931,2008-02-03,08:12:25,310.5873865942223,4.78,17.21,"1 minutos, 5 segundos","18 horas, 38 minutos, 33 segundos",116682.12281995013
39.89601,116.41905,2008-02-03,08:16:22,877.6554478912497,3.7,13.32,"3 minutos, 57 segundos","18 horas, 42 minutos, 30 segundos",117559.77826784138
39.89217,116.42634,2008-02-03,08:17:40,754.3946806388299,9.67,34.81,"1 minutos, 18 segundos","18 horas, 43 minutos, 48 segundos",118314.1729484802
39.88321,116.44935,2008-02-03,08:21:24,2201.5563552311573,9.83,35.39,"3 minutos, 44 segundos","18 horas, 47 minutos, 32 segundos",120515.72930371136
39.87063,116.44474,2008-02-03,08:27:30,1453.0951399333364,3.97,14.29,"6 minutos, 6 segundos","18 horas, 53 minutos, 38 segundos",121968.8244436447
39.87202,116.45465,2008-02-03,08:31:27,859.7323748459027,3.63,13.07,"3 minutos, 57 segundos","18 horas, 57 minutos, 35 segundos",122828.5568184906
39.90032,116.45552,2008-02-03,08:36:29,3147.691810068738,10.42,37.51,"5 minutos, 2 segundos","19 horas, 2 minutos, 37 segundos",125976.24862855933
39.95317,116.45355,2008-02-03,08:41:30,5879.052320705292,19.53,70.31,"5 minutos, 1 segundos","19 horas, 7 minutos, 38 segundos",131855.30094926464
39.99839,116.4949,2008-02-03,08:46:32,6139.85822091424,20.33,73.19,"5 minutos, 2 segundos","19 horas, 12 minutos, 40 segundos",137995.15917017887
40.00837,116.50592,2008-02-03,08:47:37,1453.4563429287937,22.36,80.5,"1 minutos, 5 segundos","19 horas, 13 minutos, 45 segundos",139448.61551310765
40.04372,116.57561,2008-02-03,08:56:35,7117.755660315296,13.23,47.63,"8 minutos, 58 segundos","19 horas, 22 minutos, 43 segundos",146566.37117342296
40.04806,116.58067,2008-02-03,09:01:37,646.8469057204935,2.14,7.7,"5 minutos, 2 segundos","19 horas, 27 minutos, 45 segundos",147213.21807914347
40.07134,116.582,2008-02-03,09:16:42,2591.0914129049593,2.86,10.3,"15 minutos, 5 segundos","19 horas, 42 minutos, 50 segundos",149804.30949204843
40.07911,116.58447,2008-02-03,09:22:48,889.1782450857711,2.43,8.75,"6 minutos, 6 segundos","19 horas, 48 minutos, 56 segundos",150693.4877371342
40.01393,116.51207,2008-02-03,09:31:47,9513.653873843608,17.65,63.54,"8 minutos, 59 segundos","19 horas, 57 minutos, 55 segundos",160207.1416109778
39.96421,116.45677,2008-02-03,09:36:48,7263.6875040146115,24.13,86.87,"5 minutos, 1 segundos","20 horas, 2 minutos, 56 segundos",167470.8291149924
39.91317,116.45531,2008-02-03,09:46:52,5676.753905227736,9.4,33.84,"10 minutos, 4 segundos","20 horas, 13 minutos, 0 segundos",173147.58302022013
39.90946,116.45525,2008-02-03,09:47:56,412.56491742897236,6.45,23.22,"1 minutos, 4 segundos","20 horas, 14 minutos, 4 segundos",173560.1479376491
39.89665,116.45208,2008-02-03,09:53:04,1449.8461520160402,4.71,16.96,"5 minutos, 8 segundos","20 horas, 19 minutos, 12 segundos",175009.99408966515
39.89045,116.4496,2008-02-03,09:56:55,721.1439136482778,3.12,11.23,"3 minutos, 51 segundos","20 horas, 23 minutos, 3 segundos",175731.13800331342
39.89163,116.40989,2008-02-03,10:03:01,3390.4392216664946,9.26,33.34,"6 minutos, 6 segundos","20 horas, 29 minutos, 9 segundos",179121.5772249799
39.88958,116.39044,2008-02-03,10:06:57,1674.9905583810255,7.1,25.56,"3 minutos, 56 segundos","20 horas, 33 minutos, 5 segundos",180796.56778336092
39.88805,116.37018,2008-02-03,10:11:59,1736.9107883914253,5.75,20.7,"5 minutos, 2 segundos","20 horas, 38 minutos, 7 segundos",182533.47857175235
39.88798,116.36677,2008-02-03,10:13:04,291.0445871362964,4.48,16.13,"1 minutos, 5 segundos","20 horas, 39 minutos, 12 segundos",182824.52315888865
39.89642,116.34712,2008-02-03,10:23:07,1921.2436345515014,3.19,11.48,"10 minutos, 3 segundos","20 horas, 49 minutos, 15 segundos",184745.76679344015
39.89664,116.34872,2008-02-03,10:28:09,138.66952774335323,0.46,1.66,"5 minutos, 2 segundos","20 horas, 54 minutos, 17 segundos",184884.43632118352
39.89179,116.35042,2008-02-03,10:32:06,558.4562432044976,2.36,8.5,"3 minutos, 57 segundos","20 horas, 58 minutos, 14 segundos",185442.89256438802
39.88842,116.348,2008-02-03,10:33:36,427.84240197217434,4.75,17.1,"1 minutos, 30 segundos","20 horas, 59 minutos, 44 segundos",185870.7349663602
39.88785,116.36549,2008-02-03,10:38:12,1493.585936431398,5.41,19.48,"4 minutos, 36 segundos","21 horas, 4 minutos, 20 segundos",187364.3209027916
39.88798,116.37774,2008-02-03,10:42:09,1045.2689184078731,4.41,15.88,"3 minutos, 57 segundos","21 horas, 8 minutos, 17 segundos",188409.58982119948
39.89339,116.39472,2008-02-03,10:48:15,1568.609307417251,4.29,15.44,"6 minutos, 6 segundos","21 horas, 14 minutos, 23 segundos",189978.19912861672
39.89727,116.3941,2008-02-03,10:52:12,434.6664514812628,1.83,6.59,"3 minutos, 57 segundos","21 horas, 18 minutos, 20 segundos",190412.86558009798
