latitude,longitude,date,time,distance_in_m,speed_m/s,speed_kmh,formatted_time,total_time,total_distance
37.1459,-8.54913,2017-07-18,09:06:41,541.6322866872752,9.03,32.51,"1 minutos, 0 segundos","40 minutos, 51 segundos",3598.6691817417172
37.1445,-8.54889,2017-07-18,09:07:10,157.11956997801428,5.42,19.51,29 segundos,"41 minutos, 20 segundos",3755.7887517197314
37.1434,-8.54846,2017-07-18,09:07:40,128.11498078496493,4.27,15.37,30 segundos,"41 minutos, 50 segundos",3883.9037325046966
37.1409,-8.54415,2017-07-18,09:08:59,472.4652740273358,5.98,21.53,"1 minutos, 19 segundos","43 minutos, 9 segundos",4356.3690065320325
37.1409,-8.54341,2017-07-18,09:09:20,65.59314417624994,3.12,11.23,21 segundos,"43 minutos, 30 segundos",4421.962150708282
37.1411,-8.54355,2017-07-18,09:09:45,25.46700008163066,1.02,3.67,25 segundos,"43 minutos, 55 segundos",4447.4291507899125
37.1411,-8.54357,2017-07-18,09:10:11,1.7727829934879669,0.07,0.25,26 segundos,"44 minutos, 21 segundos",4449.201933783401
37.1411,-8.54338,2017-07-18,09:10:32,16.841438437075695,0.8,2.88,21 segundos,"44 minutos, 42 segundos",4466.043372220476
37.1404,-8.53941,2017-07-18,09:10:53,360.40457233669446,17.16,61.78,21 segundos,"45 minutos, 3 segundos",4826.447944557171
37.1402,-8.53946,2017-07-18,09:11:20,22.676312113326613,0.84,3.02,27 segundos,"45 minutos, 30 segundos",4849.124256670497
37.1395,-8.53863,2017-07-18,09:11:40,107.10419804258974,5.36,19.3,20 segundos,"45 minutos, 50 segundos",4956.228454713087
37.1373,-8.54034,2017-07-18,09:12:21,287.7833675279075,7.02,25.27,41 segundos,"46 minutos, 31 segundos",5244.011822240994
37.137,-8.54019,2017-07-18,09:12:42,35.91081647368851,1.71,6.16,21 segundos,"46 minutos, 52 segundos",5279.922638714682
37.1355,-8.54114,2017-07-18,09:13:53,186.84609120517268,2.63,9.47,"1 minutos, 11 segundos","48 minutos, 3 segundos",5466.768729919854
37.1365,-8.54048,2017-07-18,09:14:35,125.64727741777676,2.99,10.76,42 segundos,"48 minutos, 45 segundos",5592.416007337631
37.1365,-8.5401,2017-07-18,09:15:47,33.684925013369394,0.47,1.69,"1 minutos, 12 segundos","49 minutos, 57 segundos",5626.100932351
37.1367,-8.53942,2017-07-18,09:16:13,64.24978389839542,2.47,8.89,26 segundos,"50 minutos, 23 segundos",5690.350716249395
37.137,-8.53853,2017-07-18,09:17:07,85.65592171567582,1.59,5.72,54 segundos,"51 minutos, 17 segundos",5776.006637965071
37.1456,-8.54138,2017-07-18,09:19:12,989.0812996606911,7.91,28.48,"2 minutos, 5 segundos","53 minutos, 22 segundos",6765.087937625762
37.1359,-8.54381,2017-07-18,13:15:50,1099.8875942520144,0.08,0.29,"3 horas, 56 minutos, 38 segundos","4 horas, 50 minutos, 0 segundos",7864.975531877776
37.1352,-8.54546,2017-07-18,13:16:21,165.68662751584134,5.34,19.22,31 segundos,"4 horas, 50 minutos, 31 segundos",8030.662159393618
37.1382,-8.54606,2017-07-18,13:16:51,337.7981912684345,11.26,40.54,30 segundos,"4 horas, 51 minutos, 1 segundos",8368.460350662051
37.142,-8.54446,2017-07-18,13:17:49,445.707139210784,7.68,27.65,58 segundos,"4 horas, 51 minutos, 59 segundos",8814.167489872836
37.143,-8.54563,2017-07-18,13:18:47,152.05006558795066,2.62,9.43,58 segundos,"4 horas, 52 minutos, 57 segundos",8966.217555460787
37.1427,-8.54446,2017-07-18,13:19:17,108.93851137732294,3.63,13.07,30 segundos,"4 horas, 53 minutos, 27 segundos",9075.15606683811
37.1433,-8.54485,2017-07-18,13:19:48,75.1407113341786,2.42,8.71,31 segundos,"4 horas, 53 minutos, 58 segundos",9150.29677817229
37.1434,-8.54517,2017-07-18,13:57:33,30.465418075760176,0.01,0.04,"37 minutos, 45 segundos","5 horas, 31 minutos, 43 segundos",9180.76219624805
37.1434,-8.54494,2017-07-18,13:58:39,20.386384543061872,0.31,1.12,"1 minutos, 6 segundos","5 horas, 32 minutos, 49 segundos",9201.148580791112
37.1435,-8.54493,2017-07-18,13:58:59,11.154763923362236,0.56,2.02,20 segundos,"5 horas, 33 minutos, 9 segundos",9212.303344714475
37.1438,-8.54566,2017-07-18,13:59:20,72.79730192934164,3.47,12.49,21 segundos,"5 horas, 33 minutos, 30 segundos",9285.100646643818
37.1432,-8.54566,2017-07-18,13:59:43,66.7169559867028,2.9,10.44,23 segundos,"5 horas, 33 minutos, 53 segundos",9351.817602630521
37.1416,-8.54618,2017-07-18,14:00:06,183.7853922650956,7.99,28.76,23 segundos,"5 horas, 34 minutos, 16 segundos",9535.602994895617
37.1333,-8.54519,2017-07-18,14:01:17,927.0807534631682,13.06,47.02,"1 minutos, 11 segundos","5 horas, 35 minutos, 27 segundos",10462.683748358784
37.134,-8.54522,2017-07-18,14:01:39,77.88186785369983,3.54,12.74,22 segundos,"5 horas, 35 minutos, 49 segundos",10540.565616212483
37.1357,-8.54445,2017-07-18,14:02:03,200.9775756571149,8.37,30.13,24 segundos,"5 horas, 36 minutos, 13 segundos",10741.543191869598
37.1361,-8.54278,2017-07-18,14:02:27,154.57492536220556,6.44,23.18,24 segundos,"5 horas, 36 minutos, 37 segundos",10896.118117231803
37.1354,-8.54135,2017-07-18,14:02:50,148.7526730584405,6.47,23.29,23 segundos,"5 horas, 37 minutos, 0 segundos",11044.870790290244
37.1357,-8.54125,2017-07-18,14:03:15,34.51620737026961,1.38,4.97,25 segundos,"5 horas, 37 minutos, 25 segundos",11079.386997660515
37.1365,-8.54076,2017-07-18,14:04:00,98.9941931751597,2.2,7.92,45 segundos,"5 horas, 38 minutos, 10 segundos",11178.381190835675
37.1364,-8.53977,2017-07-18,14:04:49,88.4598009202161,1.81,6.52,49 segundos,"5 horas, 38 minutos, 59 segundos",11266.840991755891
37.1364,-8.53938,2017-07-18,14:05:15,34.5714161025717,1.33,4.79,26 segundos,"5 horas, 39 minutos, 25 segundos",11301.412407858463
37.1367,-8.53921,2017-07-18,14:05:40,36.60436784821308,1.46,5.26,25 segundos,"5 horas, 39 minutos, 50 segundos",11338.016775706676
37.1365,-8.53864,2017-07-18,14:06:28,55.20491472001776,1.15,4.14,48 segundos,"5 horas, 40 minutos, 38 segundos",11393.221690426693
37.1366,-8.53839,2017-07-18,14:06:54,24.7943212659398,0.95,3.42,26 segundos,"5 horas, 41 minutos, 4 segundos",11418.016011692633
37.1366,-8.53862,2017-07-18,14:07:21,20.38821713924305,0.76,2.74,27 segundos,"5 horas, 41 minutos, 31 segundos",11438.404228831876
37.1366,-8.53726,2017-07-18,15:03:42,120.55641438760235,0.04,0.14,"56 minutos, 21 segundos","6 horas, 37 minutos, 52 segundos",11558.960643219478
37.1358,-8.53829,2017-07-18,17:41:43,127.47401038044362,0.01,0.04,"2 horas, 38 minutos, 1 segundos","9 horas, 15 minutos, 53 segundos",11686.434653599921
37.1364,-8.53932,2017-07-18,17:45:46,113.08243930978253,0.47,1.69,"4 minutos, 3 segundos","9 horas, 19 minutos, 56 segundos",11799.517092909704
37.1341,-8.53932,2017-07-18,17:46:13,255.74833128295015,9.47,34.09,27 segundos,"9 horas, 20 minutos, 23 segundos",12055.265424192654
37.1351,-8.54,2017-07-18,17:49:02,126.48306634108745,0.75,2.7,"2 minutos, 49 segundos","9 horas, 23 minutos, 12 segundos",12181.74849053374
37.1385,-8.54245,2017-07-18,17:49:57,436.0021103597161,7.93,28.55,55 segundos,"9 horas, 24 minutos, 7 segundos",12617.750600893456
37.1393,-8.54264,2017-07-18,17:50:27,90.53623606886794,3.02,10.87,30 segundos,"9 horas, 24 minutos, 37 segundos",12708.286836962325
37.1406,-8.54311,2017-07-18,17:50:57,150.4371248036041,5.01,18.04,30 segundos,"9 horas, 25 minutos, 7 segundos",12858.723961765929
37.1414,-8.54332,2017-07-18,17:51:26,90.8826146791337,3.13,11.27,29 segundos,"9 horas, 25 minutos, 36 segundos",12949.606576445063
37.143,-8.54251,2017-07-18,17:51:56,191.85254597749247,6.4,23.04,30 segundos,"9 horas, 26 minutos, 6 segundos",13141.459122422555
37.1439,-8.54024,2017-07-18,17:53:25,224.71847077017966,2.52,9.07,"1 minutos, 29 segundos","9 horas, 27 minutos, 35 segundos",13366.177593192735
37.1439,-8.54028,2017-07-18,17:58:19,3.545434744483564,0.01,0.04,"4 minutos, 54 segundos","9 horas, 32 minutos, 29 segundos",13369.723027937218
37.144,-8.54026,2017-07-18,18:08:40,11.25991295900172,0.02,0.07,"10 minutos, 21 segundos","9 horas, 42 minutos, 50 segundos",13380.98294089622
37.1439,-8.54023,2017-07-18,18:13:06,11.433013305983717,0.04,0.14,"4 minutos, 26 segundos","9 horas, 47 minutos, 16 segundos",13392.415954202203
37.1439,-8.54011,2017-07-18,18:17:02,10.636304234013883,0.05,0.18,"3 minutos, 56 segundos","9 horas, 51 minutos, 12 segundos",13403.052258436217
37.144,-8.54023,2017-07-18,18:17:32,15.387460326738811,0.51,1.84,30 segundos,"9 horas, 51 minutos, 42 segundos",13418.439718762957
37.1435,-8.53975,2017-07-18,18:21:28,70.00843228696858,0.3,1.08,"3 minutos, 56 segundos","9 horas, 55 minutos, 38 segundos",13488.448151049924
37.1417,-8.53966,2017-07-18,18:21:58,200.30978084448952,6.68,24.05,30 segundos,"9 horas, 56 minutos, 8 segundos",13688.757931894414
37.141,-8.54051,2017-07-18,18:22:28,108.32859566873314,3.61,13.0,30 segundos,"9 horas, 56 minutos, 38 segundos",13797.086527563146
37.1411,-8.54242,2017-07-18,18:22:57,169.665652730626,5.85,21.06,29 segundos,"9 horas, 57 minutos, 7 segundos",13966.752180293772
37.1414,-8.54338,2017-07-18,18:23:26,91.39845360514211,3.15,11.34,29 segundos,"9 horas, 57 minutos, 36 segundos",14058.150633898915
37.1419,-8.54428,2017-07-18,18:23:57,97.23720201701197,3.14,11.3,31 segundos,"9 horas, 58 minutos, 7 segundos",14155.387835915926
37.149,-8.54014,2017-07-18,18:24:57,870.5938022225537,14.51,52.24,"1 minutos, 0 segundos","9 horas, 59 minutos, 7 segundos",15025.98163813848
37.1533,-8.55108,2017-07-18,18:27:52,1081.0680775656142,6.18,22.25,"2 minutos, 55 segundos","10 horas, 2 minutos, 2 segundos",16107.049715704095
37.1543,-8.5528,2017-07-18,18:28:20,188.68056623360553,6.74,24.26,28 segundos,"10 horas, 2 minutos, 30 segundos",16295.7302819377
37.1548,-8.55292,2017-07-18,18:33:14,56.60545058450173,0.19,0.68,"4 minutos, 54 segundos","10 horas, 7 minutos, 24 segundos",16352.335732522202
37.155,-8.55184,2017-07-18,18:33:42,98.26248214233323,3.51,12.64,28 segundos,"10 horas, 7 minutos, 52 segundos",16450.598214664536
37.1527,-8.54977,2017-07-18,18:34:12,314.7409814333941,10.49,37.76,30 segundos,"10 horas, 8 minutos, 22 segundos",16765.33919609793
37.1511,-8.54086,2017-07-18,18:35:10,809.4558635434521,13.96,50.26,58 segundos,"10 horas, 9 minutos, 20 segundos",17574.795059641383
37.1493,-8.54017,2017-07-18,18:35:39,209.28482855177597,7.22,25.99,29 segundos,"10 horas, 9 minutos, 49 segundos",17784.07988819316
37.1489,-8.54022,2017-07-18,18:36:08,44.69818750477992,1.54,5.54,29 segundos,"10 horas, 10 minutos, 18 segundos",17828.778075697937
37.1481,-8.54058,2017-07-18,18:37:08,94.50510229299717,1.58,5.69,"1 minutos, 0 segundos","10 horas, 11 minutos, 18 segundos",17923.283177990936
37.148,-8.54069,2017-07-18,18:37:38,14.788310373030336,0.49,1.76,30 segundos,"10 horas, 11 minutos, 48 segundos",17938.071488363967
37.1478,-8.54092,2017-07-18,18:38:07,30.168322644853504,1.04,3.74,29 segundos,"10 horas, 12 minutos, 17 segundos",17968.23981100882
37.1472,-8.54148,2017-07-18,18:38:37,83.15442720375277,2.77,9.97,30 segundos,"10 horas, 12 minutos, 47 segundos",18051.394238212575
37.1428,-8.54519,2017-07-18,18:39:35,589.495602191151,10.16,36.58,58 segundos,"10 horas, 13 minutos, 45 segundos",18640.889840403725
37.1427,-8.54512,2017-07-18,18:40:05,12.733430095693459,0.42,1.51,30 segundos,"10 horas, 14 minutos, 15 segundos",18653.623270499418
37.1433,-8.54564,2017-07-18,18:40:36,81.08977088753592,2.62,9.43,31 segundos,"10 horas, 14 minutos, 46 segundos",18734.713041386953
37.1436,-8.54476,2017-07-18,18:41:07,84.83391119730621,2.74,9.86,31 segundos,"10 horas, 15 minutos, 17 segundos",18819.54695258426
37.1433,-8.54509,2017-07-18,18:42:07,44.366103926908885,0.74,2.66,"1 minutos, 0 segundos","10 horas, 16 minutos, 17 segundos",18863.91305651117
37.1434,-8.54539,2017-07-18,18:42:38,28.82224745614652,0.93,3.35,31 segundos,"10 horas, 16 minutos, 48 segundos",18892.735303967318
37.1435,-8.54554,2017-07-18,18:43:01,17.33240772522071,0.75,2.7,23 segundos,"10 horas, 17 minutos, 11 segundos",18910.06771169254
37.1433,-8.54525,2017-07-18,18:45:20,33.98966726294737,0.24,0.86,"2 minutos, 19 segundos","10 horas, 19 minutos, 30 segundos",18944.057378955487
37.1433,-8.54527,2017-07-18,18:46:21,1.772731434459933,0.03,0.11,"1 minutos, 1 segundos","10 horas, 20 minutos, 31 segundos",18945.830110389947
37.1434,-8.5452,2017-07-18,21:05:19,12.73340611352479,0.0,0.0,"2 horas, 18 minutos, 58 segundos","12 horas, 39 minutos, 29 segundos",18958.563516503473
37.1434,-8.54523,2017-07-18,21:09:24,2.659093636137988,0.01,0.04,"4 minutos, 5 segundos","12 horas, 43 minutos, 34 segundos",18961.22261013961
37.1434,-8.54528,2017-07-18,21:09:44,4.431822726661686,0.22,0.79,20 segundos,"12 horas, 43 minutos, 54 segundos",18965.654432866275
37.1433,-8.5452,2017-07-18,21:10:24,13.188035427633979,0.33,1.19,40 segundos,"12 horas, 44 minutos, 34 segundos",18978.842468293908
37.1433,-8.54521,2017-07-18,23:49:48,0.8863657173004458,0.0,0.0,"2 horas, 39 minutos, 24 segundos","15 horas, 23 minutos, 58 segundos",18979.728834011206
